0.3416,0.3306,0.3168,0.2287,0.3541,0.4323,0.4765,0.6295,0.4116,0.4474,0.5677,0.4601,0.6273,0.6216,0.5021,0.4649,0.4286,0.4227,0.4426,0.4466,0.4875,0.4169,0.6145,0.6722,0.5637,0.636,0.5289,0.3992,0.5101,0.5579,0.5336,0.6092,0.558,0.5213,0.5667,0.6981,0.494,0.5944,0.5472,0.4676,0.5012,0.5529,0.633,0.5565,0.3808,0.3599,0.5217,0.5424,0.5717,0.3688,0.4522,0.5011,0.5962,0.5178,0.7126,0.7798,0.7554,0.697,0.6219,0.7131,0.6544,0.5008,0.5907,0.2931,0.4828,0.8353,0.4807,0.6296,0.5621,0.6303,0.5629,0.536,0.7161,0.4813,0.4524,0.349,0.3609,GO0005100@GO0004871@GO0005622@GO0000750@GO0007264@GO0030468@GO0007015@GO0001403@GO0007124@GO0007118@GO0007119
0.3206,0.3925,0.3584,0.293,0.3284,0.3401,0.4554,0.5,0.4203,0.6361,0.5495,0.5444,0.5564,0.6314,0.4184,0.4401,0.4134,0.5636,0.5101,0.4466,0.6281,0.4804,0.608,0.5596,0.6503,0.5927,0.5219,0.4315,0.5344,0.5018,0.4338,0.6169,0.4754,0.4953,0.6019,0.6143,0.4618,0.7483,0.4492,0.5619,0.4471,0.6047,0.3522,0.6539,0.525,0.5208,0.3414,0.5044,0.6613,0.5611,0.4544,0.5161,0.5151,0.5516,0.6063,0.6672,0.686,0.7166,0.6919,0.7708,0.7415,0.6722,0.4918,0.4781,0.5632,0.8313,0.4641,0.5185,0.5392,0.6364,0.6132,0.5576,0.4826,0.4439,0.3112,0.3754,0.2752,GO0003674@GO0005739@GO0005737@GO0000747
0.291,0.3952,0.3517,0.2361,0.3243,0.3386,0.4061,0.5205,0.571,0.7439,0.6953,0.4897,0.5223,0.5373,0.4226,0.4112,0.3982,0.5601,0.5,0.4275,0.5937,0.4411,0.6113,0.5804,0.6652,0.6453,0.5722,0.4602,0.526,0.517,0.46,0.7092,0.5186,0.4992,0.5683,0.6353,0.4524,0.7569,0.4691,0.551,0.4379,0.4736,0.4513,0.5148,0.4827,0.4304,0.4831,0.5848,0.5932,0.5837,0.4777,0.5527,0.5472,0.5338,0.6159,0.6437,0.6413,0.6471,0.6957,0.7284,0.6624,0.6488,0.4823,0.2943,0.5134,0.8008,0.442,0.6327,0.6242,0.7303,0.6509,0.5755,0.6025,0.4065,0.4179,0.4516,0.2813,GO0015173@GO0005886@GO0000723@GO0015801
0.3477,0.4032,0.3289,0.2151,0.3406,0.3386,0.4531,0.5568,0.5163,0.5013,0.6458,0.4465,0.5801,0.5627,0.4833,0.4649,0.5046,0.5395,0.4865,0.4008,0.6437,0.3988,0.5677,0.6043,0.674,0.6898,0.6605,0.438,0.6862,0.5035,0.5499,0.5954,0.554,0.5332,0.6389,0.6562,0.4496,0.7119,0.488,0.4853,0.4836,0.5388,0.4301,0.48,0.3519,0.358,0.3945,0.636,0.6953,0.6041,0.4352,0.6065,0.5358,0.4342,0.5749,0.7092,0.6678,0.6916,0.5614,0.738,0.6517,0.6764,0.4912,0.3021,0.5134,0.8141,0.4254,0.7222,0.683,0.7485,0.6101,0.5396,0.5426,0.5062,0.2767,0.3812,0.3211,GO0003999@GO0005737@GO0008150
0.3946,0.5336,0.3517,0.2571,0.3026,0.3602,0.385,0.5409,0.5536,0.6469,0.625,0.4374,0.5774,0.6157,0.3494,0.4711,0.4833,0.4891,0.4662,0.6107,0.5187,0.4471,0.6268,0.6523,0.798,0.7366,0.6143,0.4535,0.4737,0.4333,0.3721,0.5985,0.4951,0.5166,0.587,0.7522,0.5884,0.7699,0.4439,0.5049,0.4071,0.4659,0.2709,0.5235,0.4154,0.396,0.4026,0.6228,0.6864,0.69,0.6412,0.6237,0.5604,0.5641,0.442,0.7042,0.6678,0.6667,0.6306,0.7199,0.6389,0.5675,0.2655,0.2738,0.6111,0.7198,0.4613,0.5957,0.598,0.6121,0.6698,0.536,0.7098,0.4963,0.3862,0.4663,0.3394,GO0008526@GO0005739@GO0005792@GO0005737@GO0005829@GO0030433@GO0007047@GO0015914
0.2873,0.4556,0.3611,0.3375,0.3582,0.4078,0.4624,0.5636,0.4841,0.5121,0.6563,0.5034,0.6247,0.5627,0.4372,0.4153,0.3951,0.4158,0.4932,0.4809,0.5562,0.4169,0.6744,0.6308,0.691,0.6967,0.4226,0.4819,0.4555,0.5298,0.2922,0.6538,0.4519,0.4716,0.4611,0.7051,0.4538,0.8096,0.456,0.5894,0.2541,0.5553,0.4163,0.6522,0.4865,0.5244,0.3849,0.6023,0.6254,0.5679,0.4862,0.443,0.5528,0.4929,0.5097,0.7378,0.6612,0.713,0.6292,0.7538,0.703,0.722,0.4823,0.4447,0.5307,0.834,0.4972,0.5247,0.5,0.6636,0.5597,0.4748,0.4984,0.5087,0.3516,0.4135,0.315,GO0000163@GO0005847@GO0000164@GO0005730@GO0005816@GO0005935@GO0001400@GO0007114@GO0005977@GO0030846@GO0030847@GO0016576@GO0006365@GO0007059@GO0000903@GO0006873@GO0007126@GO0007094@GO0030437@GO0009408@GO0006109
0.3909,0.3858,0.3114,0.2447,0.2727,0.4611,0.5094,0.525,0.5105,0.6119,0.6484,0.5011,0.6089,0.651,0.387,0.4112,0.3161,0.4433,0.4628,0.4275,0.5062,0.5196,0.5533,0.5232,0.6095,0.6291,0.7206,0.4858,0.6377,0.5351,0.3684,0.7062,0.4951,0.5242,0.5741,0.6161,0.5622,0.7334,0.5009,0.4892,0.4776,0.3859,0.5468,0.5583,0.4019,0.4159,0.5105,0.5175,0.6308,0.5611,0.4544,0.5183,0.534,0.5427,0.6304,0.7008,0.6975,0.6506,0.6371,0.7012,0.6731,0.672,0.4853,0.2995,0.5,0.7703,0.721,0.5432,0.4967,0.6061,0.6164,0.5791,0.5962,0.5586,0.4035,0.3666,0.3333,GO0003674@GO0005783@GO0008150
0.3144,0.3199,0.4201,0.2559,0.3338,0.3746,0.6197,0.5318,0.5565,0.5121,0.6771,0.5672,0.5643,0.6098,0.3849,0.4256,0.3891,0.488,0.3784,0.4618,0.3281,0.5347,0.5988,0.5913,0.6696,0.6198,0.5854,0.4335,0.5547,0.4942,0.4695,0.7092,0.5257,0.5108,0.5808,0.6353,0.4914,0.7393,0.4847,0.528,0.4705,0.4805,0.5154,0.5148,0.4827,0.4304,0.6296,0.6696,0.6828,0.6403,0.5287,0.5527,0.5245,0.4964,0.5072,0.5916,0.5421,0.5936,0.6125,0.7351,0.6175,0.6605,0.4661,0.3715,0.5134,0.8274,0.4862,0.6204,0.4444,0.6667,0.6132,0.5504,0.5331,0.4638,0.3804,0.4135,0.3609,GO0003674@GO0005575@GO0009228
0.3469,0.4425,0.2953,0.3061,0.2849,0.3098,0.4249,0.5773,0.5012,0.5508,0.6875,0.5103,0.5354,0.5804,0.3849,0.4669,0.5258,0.5361,0.5642,0.4733,0.5656,0.4471,0.5821,0.5695,0.7385,0.6863,0.6559,0.4238,0.5,0.4404,0.245,0.6185,0.5481,0.6161,0.6481,0.7417,0.5181,0.7599,0.5971,0.4774,0.4282,0.4706,0.5172,0.4783,0.425,0.3436,0.3623,0.5819,0.7061,0.7059,0.4501,0.5892,0.4774,0.3238,0.5097,0.6454,0.6992,0.8021,0.7372,0.798,0.5662,0.6832,0.5037,0.2699,0.5019,0.7835,0.3867,0.5833,0.6013,0.6636,0.7327,0.705,0.6656,0.5112,0.3573,0.4106,0.3272,GO0008574@GO0005868@GO0005881@GO0030473
0.4427,0.5739,0.2644,0.2744,0.2727,0.3084,0.73,0.6773,0.6696,0.5553,0.526,0.3804,0.4567,0.5255,0.4791,0.5723,0.541,0.5155,0.4764,0.313,0.5187,0.3082,0.621,0.7351,0.8166,0.6031,0.3741,0.3734,0.3704,0.4018,0.3848,0.7631,0.5894,0.6872,0.5537,0.7435,0.4598,0.8212,0.4225,0.4597,0.2824,0.3247,0.3892,0.6922,0.5077,0.4539,0.4992,0.7135,0.8907,0.6652,0.4501,0.4581,0.4717,0.3772,0.4396,0.7933,0.7901,0.6524,0.6371,0.7366,0.5299,0.4927,0.3982,0.2674,0.4368,0.745,0.5028,0.787,0.8725,0.7818,0.695,0.554,0.6498,0.5112,0.2939,0.2434,0.2477,GO0003893@GO0008622@GO0005634@GO0005657@GO0005737@GO0006289@GO0006298@GO0006272@GO0006273
0.3687,0.5242,0.3517,0.3028,0.3229,0.353,0.4718,0.475,0.5246,0.5526,0.6328,0.4847,0.5564,0.5922,0.4226,0.4566,0.4377,0.4639,0.473,0.5,0.5594,0.577,0.5735,0.5596,0.7131,0.6672,0.5889,0.4638,0.5081,0.5281,0.4102,0.6677,0.4774,0.5284,0.5759,0.733,0.4438,0.7715,0.4479,0.5776,0.2965,0.4118,0.4458,0.6,0.4462,0.4539,0.4911,0.5585,0.5735,0.509,0.5478,0.5484,0.4566,0.5196,0.587,0.637,0.7025,0.6542,0.6843,0.673,0.7179,0.7024,0.4912,0.3406,0.5287,0.7689,0.4227,0.5586,0.5817,0.5909,0.6698,0.5863,0.653,0.4638,0.3256,0.5308,0.3731,GO0003712@GO0005634@GO0006367
0.2762,0.3936,0.3785,0.2954,0.3474,0.3905,0.493,0.5455,0.5565,0.593,0.6354,0.5308,0.5354,0.5627,0.4059,0.3781,0.4073,0.4433,0.5101,0.4122,0.6469,0.4018,0.6297,0.5728,0.652,0.6343,0.4503,0.4716,0.587,0.5123,0.412,0.6554,0.4224,0.4597,0.5556,0.6562,0.4538,0.7715,0.4848,0.6051,0.4235,0.4682,0.4877,0.5774,0.45,0.5154,0.6457,0.6301,0.7061,0.5,0.4968,0.5398,0.5245,0.5338,0.5556,0.5832,0.6545,0.5918,0.5577,0.8031,0.6576,0.6341,0.4159,0.4512,0.5153,0.8207,0.4337,0.5586,0.4902,0.6545,0.6132,0.5576,0.4953,0.5137,0.366,0.3636,0.318,GO0003674@GO0005575@GO0008150
0.2848,0.461,0.3812,0.2954,0.3161,0.3991,0.4249,0.4568,0.487,0.6334,0.6484,0.5353,0.5722,0.602,0.3954,0.407,0.4529,0.4948,0.5169,0.4275,0.6969,0.3837,0.7262,0.7136,0.8234,0.7244,0.4388,0.5,0.4879,0.5509,0.314,0.6954,0.4381,0.6043,0.4926,0.7417,0.3353,0.8013,0.2923,0.6267,0.0659,0.2871,0.1478,0.6922,0.5288,0.6022,0.4235,0.5468,0.6613,0.5747,0.5244,0.5333,0.5264,0.4929,0.4541,0.7983,0.649,0.6595,0.5652,0.7929,0.7222,0.6862,0.469,0.4357,0.4713,0.83,0.3867,0.7037,0.585,0.6182,0.6038,0.5072,0.5426,0.5262,0.3314,0.4047,0.2416,GO0005048@GO0005786@GO0005634@GO0006617@GO0045047
0.2528,0.4704,0.3652,0.2608,0.3541,0.4207,0.4507,0.4682,0.487,0.5499,0.6484,0.4374,0.6115,0.6451,0.4331,0.436,0.4711,0.4983,0.473,0.374,0.4938,0.4804,0.5994,0.5464,0.6129,0.6014,0.612,0.438,0.6235,0.486,0.4011,0.6138,0.6149,0.5616,0.6352,0.726,0.5602,0.7384,0.2995,0.3143,0.6588,0.5106,0.6207,0.5322,0.4192,0.3924,0.525,0.6199,0.6272,0.5611,0.4268,0.4839,0.5189,0.5089,0.5459,0.637,0.6793,0.7041,0.6333,0.7309,0.6688,0.6943,0.4912,0.3419,0.5211,0.8234,0.3978,0.5031,0.5392,0.6182,0.6384,0.5468,0.6183,0.5312,0.3429,0.4428,0.4343,GO0016758@GO0005783@GO0006488
0.3724,0.3777,0.3557,0.2954,0.2456,0.4726,0.5,0.5545,0.3565,0.6092,0.5469,0.4351,0.5459,0.6529,0.4289,0.4773,0.386,0.4502,0.5,0.5954,0.5219,0.5317,0.5274,0.4934,0.652,0.7002,0.7552,0.4509,0.6073,0.4316,0.4991,0.56,0.613,0.5237,0.7167,0.7295,0.5783,0.7517,0.4955,0.4558,0.6024,0.3341,0.5345,0.4435,0.3154,0.3309,0.4976,0.4708,0.4767,0.4231,0.4628,0.5505,0.5094,0.532,0.6039,0.7563,0.7273,0.7415,0.6692,0.8183,0.6683,0.6618,0.5221,0.4692,0.5028,0.8127,0.5028,0.4599,0.4869,0.5758,0.6258,0.4964,0.4953,0.4539,0.3775,0.4721,0.3547,GO0004672@GO0005634@GO0005886@GO0005737@GO0006873@GO0000082@GO0015846@GO0008361
0.2935,0.2782,0.3584,0.2311,0.3297,0.4164,0.4178,0.5386,0.4174,0.6226,0.5312,0.5376,0.6063,0.6333,0.431,0.4525,0.4103,0.4433,0.3682,0.4809,0.5875,0.5045,0.5432,0.5766,0.6621,0.6516,0.5866,0.376,0.6316,0.4544,0.5862,0.5954,0.499,0.5379,0.6741,0.6911,0.5723,0.6772,0.467,0.4185,0.5671,0.5482,0.5911,0.3461,0.5846,0.3128,0.562,0.6477,0.647,0.5204,0.3461,0.529,0.5774,0.516,0.6208,0.6319,0.6132,0.672,0.6541,0.708,0.6688,0.6682,0.4854,0.2712,0.5824,0.915,0.5304,0.6975,0.6144,0.6121,0.5157,0.5394,0.5678,0.5137,0.2392,0.2991,0.3394,GO0008934@GO0005634@GO0005737@GO0046855
0.3613,0.457,0.3705,0.2089,0.3202,0.4006,0.4859,0.6205,0.5159,0.6658,0.5677,0.4715,0.5486,0.5941,0.4205,0.4607,0.465,0.3952,0.4358,0.4122,0.5094,0.4562,0.5447,0.548,0.6672,0.6603,0.612,0.4806,0.5263,0.5281,0.461,0.6369,0.5187,0.5142,0.5685,0.6736,0.506,0.7202,0.4367,0.558,0.5176,0.5647,0.4384,0.527,0.3808,0.4286,0.4767,0.5892,0.7204,0.5407,0.4947,0.4817,0.4868,0.4644,0.5652,0.6958,0.6248,0.7718,0.6389,0.7272,0.6368,0.6358,0.531,0.3188,0.5498,0.8778,0.5221,0.6636,0.6438,0.6606,0.5943,0.4748,0.5457,0.5387,0.3199,0.2874,0.2232,GO0004798@GO0009041@GO0005634@GO0005737@GO0006227@GO0006233@GO0006235@GO0006261@GO0006280@GO0006281@GO0006276
0.3453,0.4503,0.3745,0.3004,0.3202,0.3429,0.4202,0.4932,0.4522,0.5418,0.5781,0.5444,0.643,0.5686,0.5063,0.4421,0.4043,0.5189,0.5642,0.6718,0.4469,0.4532,0.6023,0.5679,0.6723,0.6707,0.7575,0.4354,0.587,0.5018,0.51,0.5215,0.4578,0.782,0.5759,0.623,0.5161,0.7384,0.5579,0.4951,0.4588,0.3553,0.4877,0.5113,0.325,0.3617,0.5137,0.557,0.5735,0.4502,0.4013,0.5226,0.5245,0.5089,0.6594,0.6588,0.6595,0.7291,0.7202,0.7487,0.7115,0.6755,0.4704,0.3817,0.5326,0.826,0.453,0.4784,0.5294,0.6515,0.5786,0.5468,0.6025,0.5037,0.3919,0.4633,0.2875,GO0004012@GO0015662@GO0030137@GO0005768@GO0005794@GO0000139@GO0007033@GO0006897@GO0006890
0.325,0.3804,0.3623,0.2589,0.3026,0.3501,0.4765,0.6182,0.571,0.5553,0.6563,0.4305,0.5643,0.5922,0.4184,0.4236,0.5441,0.488,0.4797,0.4656,0.5125,0.4199,0.5793,0.5728,0.7063,0.6932,0.5866,0.4819,0.5364,0.4877,0.4338,0.62,0.5422,0.5403,0.5833,0.6545,0.4357,0.7881,0.5205,0.5226,0.4,0.3247,0.4655,0.5652,0.4135,0.4611,0.5282,0.6637,0.6165,0.5973,0.3779,0.6194,0.483,0.5142,0.5894,0.5815,0.6512,0.6774,0.6276,0.7742,0.6745,0.639,0.4823,0.2275,0.5326,0.7756,0.3978,0.5988,0.6275,0.6545,0.6635,0.6583,0.6688,0.5636,0.3256,0.4604,0.3731,GO0003674@GO0016020@GO0006486@GO0006621
0.2491,0.4032,0.4107,0.2225,0.3216,0.3934,0.4202,0.5795,0.3913,0.6173,0.487,0.508,0.6404,0.5549,0.5,0.4277,0.459,0.5189,0.4291,0.5763,0.4969,0.5076,0.5933,0.5634,0.6581,0.6433,0.5718,0.4599,0.5245,0.5301,0.8548,0.654,0.5081,0.5409,0.0407,0.6744,0.4272,0.7525,0.4394,0.5672,0.5694,0.5,0.4281,0.5841,0.4568,0.4765,0.4348,0.6038,0.5753,0.4072,0.2887,0.5656,0.5208,0.4573,0.5749,0.7697,0.7124,0.7326,0.6125,0.7541,0.6624,0.7496,0.6504,0.374,0.4387,0.7769,0.3453,0.4228,0.5196,0.6394,0.6541,0.5827,0.6751,0.5935,0.4524,0.5161,0.367,GO0003735@GO0003723@GO0005763@GO0005739@GO0006412@GO0000028
0.2935,0.3858,0.2792,0.241,0.3718,0.3271,0.4014,0.4591,0.5333,0.5903,0.6458,0.5535,0.6168,0.5118,0.4456,0.3988,0.4681,0.5017,0.4764,0.645,0.4875,0.4969,0.7334,0.6556,0.764,0.766,0.5566,0.5116,0.5202,0.5526,0.3721,0.6231,0.4008,0.5047,0.513,0.7661,0.4237,0.8808,0.3904,0.3124,0.3529,0.48,0.1749,0.6,0.4192,0.4629,0.4911,0.6491,0.5681,0.5475,0.5478,0.6172,0.5755,0.5765,0.6039,0.6034,0.5818,0.656,0.6371,0.6944,0.6533,0.6602,0.4447,0.3213,0.4828,0.8061,0.6188,0.7407,0.634,0.6333,0.6038,0.5216,0.6151,0.4913,0.2824,0.3607,0.2538,GO0003701@GO0000120@GO0006360
0.2848,0.5134,0.443,0.288,0.3406,0.3386,0.4812,0.5636,0.5362,0.6658,0.599,0.4806,0.6273,0.598,0.5126,0.4256,0.3921,0.3677,0.4628,0.3817,0.5719,0.4079,0.7133,0.7136,0.8031,0.7314,0.5889,0.531,0.5101,0.5807,0.3938,0.7046,0.4244,0.5332,0.4537,0.6667,0.1325,0.8195,0.4349,0.6365,0.2824,0.4541,0.1601,0.5965,0.4288,0.4177,0.4316,0.5292,0.5753,0.3846,0.4565,0.514,0.5,0.4982,0.5966,0.7479,0.7058,0.7504,0.6427,0.7623,0.6913,0.722,0.5951,0.5463,0.5632,0.8127,0.4641,0.4475,0.4412,0.5697,0.5629,0.5108,0.4858,0.4589,0.4035,0.4575,0.263,GO0003674@GO0008541@GO0006511
0.2873,0.4059,0.2886,0.2559,0.3121,0.428,0.4061,0.4932,0.3768,0.6523,0.6172,0.5034,0.6089,0.6451,0.364,0.5021,0.4255,0.488,0.3919,0.5191,0.5187,0.5287,0.6585,0.6159,0.691,0.6846,0.5173,0.4031,0.5688,0.4825,0.4592,0.6015,0.4578,0.4882,0.563,0.6614,0.4639,0.702,0.4973,0.5206,0.4424,0.5953,0.564,0.5913,0.4308,0.3508,0.4895,0.5249,0.5806,0.5317,0.535,0.5871,0.5774,0.5338,0.5386,0.5983,0.6281,0.6756,0.6333,0.727,0.703,0.7154,0.542,0.4383,0.5268,0.8712,0.4613,0.5031,0.5523,0.5788,0.5472,0.4712,0.5079,0.5436,0.3487,0.3343,0.3884,GO0016538@GO0016251@GO0005675@GO0005739@GO0006367@GO0007070
0.3009,0.4785,0.3517,0.2361,0.3541,0.3718,0.4343,0.5727,0.5391,0.5822,0.625,0.492,0.5407,0.5373,0.4414,0.4277,0.4711,0.4605,0.5203,0.4771,0.5469,0.432,0.5939,0.5457,0.6423,0.6574,0.5813,0.4725,0.5301,0.5301,0.4556,0.6487,0.5121,0.5168,0.5638,0.6684,0.4413,0.7719,0.4626,0.5664,0.4252,0.4499,0.4298,0.5731,0.4512,0.4561,0.438,0.6155,0.6416,0.5317,0.4395,0.4796,0.4642,0.3879,0.6039,0.7933,0.7041,0.6934,0.6692,0.7393,0.5513,0.7561,0.5509,0.3355,0.5517,0.8313,0.4199,0.5154,0.5359,0.5939,0.5943,0.5755,0.5331,0.5112,0.4611,0.4692,0.3425,GO0004496@GO0005829@GO0006696
