X2,X19,X20,X21,X27,X37,X41,X42,X43,X47,X49,X50,X56,X64,X67,X68,X69,X70,X72,X76,classe
0.4059,0.4932,0.5725,0.4469,0.6212,0.506,0.4847,0.6471,0.5616,0.5733,0.5717,0.4118,0.6235,0.3779,0.489,0.4414,0.4804,0.5424,0.5468,0.566,GO0016906@GO0005737@GO0016125
0.1438,0.4459,0.542,0.6,0.7321,0.4598,0.5671,0.5271,0.5936,0.4477,0.3118,0.3778,0.6101,0.4344,0.5276,0.7099,0.4608,0.5303,0.3633,0.2757,GO0005083@GO0005634@GO0009228@GO0007265
0.496,0.4932,0.5458,0.4844,0.5774,0.4819,0.5576,0.3318,0.5985,0.4831,0.629,0.5475,0.7328,0.2841,0.3343,0.4167,0.5098,0.5909,0.7518,0.6569,GO0004739@GO0005967@GO0005739@GO0042645@GO0006090
0.4503,0.5034,0.5496,0.4688,0.582,0.5161,0.3647,0.5224,0.4236,0.6522,0.5538,0.4955,0.6908,0.4075,0.3702,0.4784,0.3791,0.5152,0.5755,0.4985,GO0004115@GO0005575@GO0019933
0.4126,0.3615,0.4466,0.4781,0.6143,0.5703,0.5694,0.5012,0.5296,0.694,0.5806,0.5814,0.3899,0.4319,0.4779,0.3673,0.3758,0.3545,0.5935,0.5924,GO0004364@GO0005737@GO0006749@GO0007047
0.3199,0.4122,0.5344,0.5438,0.5889,0.5221,0.5129,0.4471,0.4483,0.4428,0.6362,0.5656,0.7328,0.3393,0.337,0.5586,0.598,0.6273,0.5036,0.4428,GO0016944@GO0032044@GO0005634@GO0000776@GO0000784@GO0006342@GO0006368@GO0007059
0.4274,0.5642,0.6336,0.5547,0.4642,0.504,0.3953,0.4612,0.4483,0.4557,0.7509,0.5204,0.7311,0.2699,0.3453,0.466,0.549,0.5939,0.4173,0.6217,GO0003674@GO0005935@GO0000282
0.7661,0.5236,0.3779,0.4062,0.5381,0.4036,0.2212,0.2612,0.33,0.4759,0.9104,0.6403,0.7866,0.1645,0.4337,0.7469,0.8366,0.8364,0.7086,0.3021,GO0003677@GO0016566@GO0005634@GO0000083@GO0007346@GO0000122
0.4651,0.473,0.3969,0.5031,0.5196,0.4056,0.3176,0.2282,0.3941,0.4541,0.6667,0.4796,0.6252,0.3303,0.4199,0.6605,0.6209,0.6152,0.6151,0.4194,GO0000064@GO0005740@GO0006526@GO0000066
0.5188,0.5405,0.5573,0.4688,0.5866,0.4297,0.5035,0.5576,0.6084,0.4783,0.5753,0.5249,0.8034,0.3239,0.4558,0.5278,0.5719,0.6727,0.5755,0.4282,GO0046961@GO0000220@GO0000329@GO0006461@GO0006797@GO0007035
0.8965,0.3649,0.4885,0.3719,0.4018,0.3976,0.2259,0.4541,0.2808,0.4715,0.8943,0.7421,0.7714,0.2494,0.5718,0.8364,0.9281,0.8879,0.536,0.2405,GO0003674@GO0000798@GO0005634@GO0007064@GO0007076
0.3656,0.4628,0.4771,0.6125,0.4942,0.512,0.5412,0.4282,0.5468,0.5781,0.5789,0.5136,0.6824,0.3933,0.3508,0.5278,0.4673,0.503,0.6511,0.5396,GO0004842@GO0000152@GO0019005@GO0031463@GO0005634@GO0005737@GO0031146@GO0042787@GO0000082@GO0000086
0.4032,0.5811,0.5305,0.6156,0.7182,0.3795,0.3529,0.3012,0.3103,0.4348,0.6272,0.5747,0.3395,0.2069,0.5691,0.6667,0.6536,0.6121,0.6115,0.4457,GO0003735@GO0005843@GO0006412
0.4368,0.5,0.5038,0.575,0.5521,0.4218,0.4033,0.5323,0.3976,0.4895,0.6093,0.4774,0.7076,0.3766,0.4641,0.6019,0.5261,0.6606,0.536,0.4721,GO0016251@GO0000124@GO0046695@GO0005669@GO0016573@GO0006367@GO0000114
0.4597,0.4358,0.3359,0.3719,0.515,0.3996,0.36,0.2847,0.4236,0.4976,0.4892,0.3891,0.8555,0.2082,0.4033,0.4722,0.4804,0.5758,0.7302,0.5484,GO0003994@GO0005739@GO0005759@GO0042645@GO0005829@GO0006099@GO0006101@GO0006537@GO0019541@GO0000002@GO0042493
0.5242,0.5574,0.4504,0.5906,0.6087,0.5107,0.5439,0.4667,0.5535,0.4428,0.638,0.5747,0.7664,0.3792,0.395,0.5957,0.6176,0.6879,0.5791,0.4135,GO0015174@GO0005739@GO0005886@GO0015802
0.2876,0.8784,0.3206,0.575,0.6351,0.4648,0.6282,0.3835,0.6108,0.5443,0.6398,0.5588,0.5866,0.3997,0.5939,0.6019,0.6569,0.6667,0.4209,0.2199,GO0030611@GO0005575@GO0046685
0.5161,0.5135,0.4809,0.4781,0.5012,0.5542,0.5718,0.3812,0.6379,0.4509,0.5986,0.5385,0.7193,0.2442,0.4503,0.4444,0.451,0.5939,0.6439,0.4897,GO0004834@GO0005634@GO0005737@GO0000162
0.3562,0.5912,0.4618,0.6281,0.5543,0.502,0.4306,0.3929,0.569,0.5475,0.6559,0.5724,0.6588,0.3805,0.4807,0.6173,0.5882,0.6091,0.4712,0.3812,GO0003674@GO0005634@GO0005737@GO0007266@GO0030468@GO0030036@GO0000723
0.3858,0.5169,0.3779,0.7125,0.6674,0.4317,0.2847,0.4212,0.4089,0.5105,0.5484,0.3575,0.7916,0.4884,0.4033,0.5617,0.3627,0.6091,0.5288,0.4164,GO0004129@GO0005751@GO0005739@GO0006123
0.2688,0.5236,0.3969,0.4688,0.5473,0.508,0.3812,0.4,0.5468,0.5539,0.7706,0.4751,0.5597,0.3817,0.4834,0.6111,0.6176,0.6394,0.5647,0.2463,GO0016976@GO0005575@GO0045116
0.3683,0.5405,0.7099,0.3938,0.5843,0.496,0.5812,0.5176,0.4729,0.4267,0.509,0.5158,0.7546,0.3483,0.5442,0.571,0.4771,0.4818,0.464,0.5044,GO0003704@GO0016563@GO0005634@GO0005829@GO0006367@GO0045941@GO0006808
0.4274,0.4696,0.4198,0.6719,0.4873,0.3193,0.1882,0.2965,0.298,0.4895,0.6452,0.4729,0.5983,0.2121,0.5249,0.7377,0.7026,0.6061,0.5647,0.3519,GO0003924@GO0005737@GO0030489@GO0042273
0.3656,0.5473,0.4466,0.5688,0.5035,0.3333,0.52,0.48,0.6084,0.4686,0.638,0.5995,0.6185,0.2429,0.6602,0.7623,0.6601,0.6364,0.5288,0.4106,GO0004725@GO0005737@GO0006470@GO0000750@GO0000173
0.3266,0.4932,0.4618,0.5844,0.5635,0.5161,0.6,0.4706,0.6995,0.4589,0.5287,0.4774,0.6034,0.3638,0.3564,0.6265,0.4444,0.6121,0.7122,0.5865,GO0042626@GO0005739@GO0016020@GO0015918
0.4677,0.5169,0.416,0.3625,0.5658,0.5683,0.6141,0.4565,0.5862,0.3913,0.6165,0.7376,0.7597,0.3149,0.5055,0.5895,0.5948,0.5697,0.6079,0.5308,GO0003743@GO0005840@GO0006413
0.4059,0.4155,0.3969,0.5625,0.4457,0.4699,0.3153,0.68,0.436,0.5894,0.6022,0.5407,0.7244,0.419,0.4199,0.4691,0.5752,0.5939,0.6835,0.4956,GO0003735@GO0005762@GO0005739@GO0006412
0.3925,0.402,0.3893,0.5156,0.7159,0.5582,0.6235,0.4047,0.5296,0.5008,0.5072,0.4593,0.6739,0.2725,0.5331,0.5833,0.5621,0.597,0.5612,0.5455,GO0005515@GO0005739@GO0005759@GO0016226@GO0006879
0.4341,0.6453,0.4504,0.7031,0.5266,0.2711,0.1788,0.3859,0.266,0.4412,0.6505,0.4932,0.9529,0.2841,0.4365,0.7346,0.7974,0.7485,0.5899,0.2375,GO0003735@GO0005843@GO0006412
0.5901,0.4966,0.4198,0.4938,0.5543,0.498,0.4329,0.3365,0.5123,0.5233,0.6219,0.5158,0.6723,0.3432,0.3674,0.5,0.4869,0.5121,0.5719,0.5513,GO0008234@GO0003676@GO0030528@GO0005739@GO0005737@GO0046677
0.3952,0.473,0.4885,0.6937,0.6028,0.2871,0.4706,0.4776,0.3892,0.4493,0.6237,0.5633,0.6,0.4139,0.4613,0.5833,0.5458,0.6606,0.5647,0.4311,GO0003729@GO0031202@GO0005682@GO0005685@GO0046540@GO0000243@GO0000398
0.4973,0.7196,0.6947,0.8188,0.3626,0.512,0.7012,0.5459,0.6305,0.38,0.3315,0.276,0.6,0.41,0.3536,0.4691,0.4673,0.6091,0.6187,0.3314,GO0004322@GO0005381@GO0005886@GO0046688@GO0006827
0.371,0.4696,0.4466,0.5531,0.5497,0.3695,0.3953,0.48,0.5,0.4928,0.6093,0.5769,0.6168,0.3226,0.4917,0.5185,0.5948,0.7091,0.6043,0.4076,GO0003674@GO0005737@GO0007004@GO0017148
0.4704,0.4459,0.3855,0.5281,0.561,0.4447,0.5906,0.4764,0.4412,0.7923,0.6308,0.4774,0.7176,0.4576,0.5249,0.4012,0.4118,0.5758,0.6151,0.5953,GO0047964@GO0005634@GO0005739@GO0005737@GO0009436
0.407,0.4865,0.4885,0.5312,0.7159,0.4459,0.4086,0.4796,0.4555,0.5878,0.7294,0.4774,0.7714,0.374,0.5414,0.5741,0.5686,0.6394,0.5036,0.3695,GO0045182@GO0005739@GO0005743@GO0006412
0.5148,0.4865,0.4618,0.5875,0.4642,0.4759,0.2847,0.4518,0.436,0.4058,0.6022,0.5837,0.6941,0.3059,0.3564,0.5586,0.5065,0.6485,0.554,0.4076,GO0019948@GO0005634@GO0016925
0.4194,0.4527,0.5229,0.6437,0.485,0.4659,0.3341,0.3435,0.4581,0.4654,0.5627,0.5611,0.6992,0.4139,0.5497,0.5123,0.5163,0.5182,0.536,0.4311,GO0003700@GO0016563@GO0005634@GO0005829@GO0006807@GO0045944@GO0006808
0.4462,0.4257,0.4351,0.5187,0.455,0.3133,0.2918,0.5529,0.3621,0.5201,0.5305,0.5,0.6941,0.374,0.3895,0.5216,0.4837,0.5909,0.6547,0.5279,GO0003735@GO0005763@GO0005739@GO0009060@GO0006412
0.5242,0.5304,0.4008,0.5219,0.6397,0.4458,0.3835,0.3624,0.3251,0.3736,0.7097,0.7149,0.6874,0.3895,0.2376,0.4105,0.5065,0.6364,0.6547,0.6188,GO0004614@GO0005829@GO0006008@GO0006010
0.4462,0.6182,0.626,0.4844,0.5878,0.4746,0.4682,0.4705,0.5044,0.5636,0.6416,0.552,0.6319,0.2815,0.489,0.534,0.4869,0.6727,0.5324,0.3666,GO0003674@GO0016020@GO0008150
0.6263,0.4291,0.4924,0.4281,0.5035,0.498,0.3435,0.2659,0.5,0.3607,0.8297,0.6425,0.7042,0.3946,0.4503,0.6728,0.683,0.6818,0.5719,0.3431,GO0005200@GO0005823@GO0007020@GO0007103
0.3737,0.469,0.6031,0.4906,0.6074,0.5321,0.5012,0.5459,0.6034,0.7069,0.7993,0.5271,0.4605,0.4229,0.3674,0.713,0.5458,0.6545,0.3957,0.2053,GO0003674@GO0005575@GO0008150
0.3925,0.4223,0.4771,0.5562,0.5543,0.496,0.3529,0.3553,0.5074,0.4718,0.6398,0.4525,0.6639,0.4293,0.4779,0.6173,0.6536,0.5848,0.6331,0.393,GO0004435@GO0005634@GO0000778@GO0007165@GO0042144@GO0007124@GO0019220
0.5242,0.6824,0.8282,0.4688,0.6467,0.5924,0.5153,0.5318,0.6133,0.475,0.6756,0.681,0.405,0.2661,0.4917,0.6759,0.7582,0.8273,0.6007,0.2757,GO0005200@GO0000928@GO0005822@GO0005824@GO0007020@GO0030472
0.4731,0.5,0.374,0.625,0.4896,0.2691,0.3624,0.5765,0.3719,0.5089,0.5968,0.5475,0.7059,0.5129,0.3729,0.5216,0.4804,0.6182,0.5108,0.393,GO0004175@GO0019774@GO0005634@GO0006511@GO0030437@GO0006950
0.5269,0.5405,0.5458,0.4594,0.7991,0.3333,0.1929,0.5153,0.3473,0.4058,0.7455,0.6697,0.6891,0.3111,0.3453,0.5617,0.6699,0.7303,0.5899,0.3724,GO0003674@GO0005634@GO0008150
0.3562,0.4223,0.3817,0.5375,0.6143,0.3655,0.4,0.4894,0.4015,0.4316,0.5251,0.5023,0.7647,0.4383,0.5829,0.5525,0.5915,0.6455,0.536,0.3431,GO0005198@GO0000276@GO0005739@GO0015986
0.4341,0.4426,0.6031,0.6125,0.418,0.4016,0.4729,0.5882,0.6084,0.4155,0.6004,0.5475,0.6689,0.3265,0.5138,0.5895,0.5229,0.5758,0.5935,0.4897,GO0004672@GO0005624@GO0005886@GO0006887
0.4261,0.4392,0.584,0.5125,0.5255,0.4356,0.4334,0.4566,0.4795,0.4428,0.6201,0.5837,0.6807,0.4306,0.5166,0.4938,0.5033,0.597,0.4748,0.4604,GO0030188@GO0005634@GO0008150
0.2782,0.4291,0.4466,0.5469,0.6022,0.5703,0.6282,0.6,0.4761,0.3688,0.5036,0.4638,0.6874,0.1247,0.4779,0.4599,0.4379,0.6455,0.7734,0.5572,GO0005296@GO0005886@GO0006562@GO0015804
0.4543,0.5304,0.4733,0.4656,0.5507,0.4022,0.3799,0.4667,0.4,0.5153,0.5412,0.4638,0.6353,0.374,0.558,0.6019,0.4967,0.6303,0.5612,0.3372,GO0003674@GO0008623@GO0006348@GO0046020
0.5108,0.5676,0.5687,0.475,0.6259,0.3896,0.4682,0.4,0.4335,0.3736,0.7007,0.5113,0.7966,0.1311,0.3646,0.6019,0.7222,0.5606,0.6871,0.4897,GO0003674@GO0005739@GO0016020@GO0000723@GO0006817
0.4198,0.5068,0.4618,0.6969,0.4942,0.5944,0.6306,0.7012,0.734,0.5169,0.4498,0.31,0.6941,0.1992,0.4972,0.3765,0.4608,0.5727,0.5683,0.6188,GO0004375@GO0005960@GO0005739@GO0006546@GO0006730
0.4503,0.4865,0.5382,0.5719,0.7113,0.5723,0.4578,0.4541,0.4803,0.467,0.5287,0.4864,0.5966,0.4152,0.5884,0.6698,0.6046,0.6606,0.4856,0.3988,GO0003674@GO0005575@GO0008150
0.4651,0.4392,0.4008,0.6281,0.5381,0.3233,0.2706,0.5553,0.2611,0.5443,0.5717,0.448,0.6639,0.329,0.5912,0.6265,0.5621,0.6818,0.5612,0.4076,GO0004004@GO0005739@GO0005759@GO0006401
0.4126,0.5169,0.5992,0.5062,0.5589,0.4337,0.4235,0.5976,0.5443,0.6731,0.6147,0.5792,0.6034,0.5617,0.4724,0.4228,0.4608,0.5364,0.5036,0.4223,GO0004672@GO0005634@GO0005737@GO0006468
0.2957,0.4392,0.4008,0.5663,0.5427,0.3333,0.3882,0.2988,0.4507,0.4911,0.6613,0.5701,0.637,0.4139,0.4199,0.6636,0.6144,0.6636,0.5072,0.4457,GO0031202@GO0005682@GO0005685@GO0046540@GO0000398
0.4274,0.3953,0.4847,0.525,0.6074,0.5964,0.4847,0.5153,0.4502,0.5036,0.4892,0.6312,0.6723,0.6298,0.5746,0.5062,0.317,0.4212,0.4676,0.349,GO0004619@GO0005737@GO0005829@GO0008150
0.4073,0.5135,0.4427,0.4688,0.6905,0.3594,0.5835,0.3929,0.5616,0.3591,0.5896,0.491,0.7647,0.3933,0.4696,0.5216,0.4967,0.5697,0.5719,0.4135,GO0003849@GO0005634@GO0005739@GO0005737@GO0009073
0.3441,0.3615,0.4962,0.5612,0.4896,0.496,0.3647,0.4729,0.4729,0.5072,0.5287,0.5136,0.6605,0.3702,0.4703,0.5247,0.4837,0.6515,0.5755,0.4897,GO0016455@GO0000119@GO0006366
0.3804,0.3986,0.5,0.5875,0.582,0.498,0.3271,0.5718,0.436,0.5507,0.7061,0.5204,0.5714,0.3869,0.4144,0.4815,0.4216,0.5485,0.464,0.39,GO0004526@GO0005655@GO0008033
0.4651,0.4561,0.5611,0.3625,0.6305,0.5301,0.5388,0.2188,0.5985,0.5443,0.7115,0.6131,0.6706,0.3674,0.5967,0.6821,0.6961,0.5606,0.5072,0.2991,GO0000210@GO0005777@GO0005737@GO0006734
0.4153,0.6486,0.6832,0.4219,0.5935,0.4197,0.3388,0.4941,0.436,0.3849,0.5968,0.5023,0.6235,0.2429,0.5691,0.6883,0.6438,0.6818,0.5036,0.4018,GO0000049@GO0008536@GO0005739@GO0016363@GO0006388@GO0006409
0.5417,0.3953,0.3817,0.5594,0.4434,0.3675,0.4306,0.5482,0.3892,0.4412,0.6685,0.5249,0.684,0.3278,0.3978,0.6358,0.6307,0.6758,0.5072,0.4076,GO0003723@GO0005844@GO0042175@GO0016071@GO0007126@GO0007088
0.2957,0.5203,0.3931,0.4344,0.649,0.4076,0.3765,0.2729,0.4212,0.6135,0.7634,0.6991,0.5966,0.365,0.5331,0.571,0.6013,0.7485,0.5468,0.2874,GO0015238@GO0016021@GO0015893
0.4059,0.5236,0.5267,0.5031,0.6674,0.6145,0.4965,0.5224,0.5246,0.5572,0.6738,0.5769,0.6538,0.3458,0.4006,0.466,0.5621,0.6697,0.5647,0.4839,GO0003674@GO0005575@GO0008150
0.4852,0.6014,0.5763,0.3844,0.5196,0.4116,0.3624,0.5788,0.468,0.5395,0.6219,0.5724,0.6992,0.3432,0.4392,0.4938,0.4575,0.5091,0.6043,0.4516,GO0043130@GO0005634@GO0005737@GO0006511@GO0006512@GO0006303
0.4664,0.6216,0.5,0.6156,0.6028,0.4101,0.4165,0.4588,0.4557,0.4026,0.5824,0.5452,0.6622,0.2956,0.4448,0.6204,0.5882,0.6152,0.5791,0.434,GO0003688@GO0005664@GO0005656@GO0006267@GO0006270@GO0030466
0.4301,0.6284,0.5305,0.5562,0.6212,0.4699,0.4047,0.5529,0.431,0.4799,0.5986,0.5792,0.7193,0.4396,0.4006,0.5864,0.4346,0.6182,0.5791,0.4692,GO0003674@GO0005840@GO0005634@GO0005737@GO0000753
0.3333,0.4155,0.4924,0.5,0.5982,0.4598,0.4282,0.36,0.5172,0.6876,0.6111,0.5656,0.6538,0.5257,0.5193,0.358,0.366,0.4606,0.6151,0.654,GO0004032@GO0005634@GO0005737@GO0019568@GO0042843
0.3306,0.3007,0.4389,0.55,0.4873,0.506,0.5153,0.4353,0.5296,0.62,0.4839,0.457,0.694,0.2622,0.3232,0.5833,0.5065,0.6091,0.5683,0.4633,GO0004829@GO0005739@GO0006435
0.3858,0.5439,0.4466,0.7156,0.4134,0.4137,0.36,0.5247,0.3128,0.4815,0.6201,0.4072,0.8319,0.3239,0.4972,0.5123,0.415,0.3909,0.5935,0.4692,GO0004375@GO0005960@GO0005739@GO0006546@GO0006730@GO0000723
0.4194,0.4696,0.4389,0.5219,0.5774,0.4478,0.4918,0.2706,0.4433,0.5362,0.7348,0.6878,0.7059,0.3496,0.442,0.5556,0.5621,0.597,0.5647,0.4399,GO0003674@GO0005575@GO0008150
